pair_index,pointwise_sd,n_subsamples_covered
496,0.008536441799918288,3
497,0.01438368741393594,3
498,0.011967278535649498,3
499,0.005349374016935943,3
500,0.011405997804672838,3
501,0.003650820506039516,3
502,0.02230057560283358,3
503,0.008283424858375582,3
504,0.023001904451430556,3
505,0.010342429077160214,3
506,0.0036868432906464964,3
507,0.005004812088241842,3
508,0.005661637220729416,3
509,0.01314871817481406,3
510,0.009125762177832722,3
511,0.012011830304386633,3
512,0.09738890115012241,3
513,0.01089161100465045,3
514,0.00400492942262403,3
515,0.020162028543848236,3
516,0.014097611271420524,3
517,0.008038933781501719,3
518,0.008477994584799628,3
519,0.10064813975240766,3
520,0.06430517189737253,3
521,0.034269537959847135,3
522,0.021127509300868208,3
523,0.026380153664486473,3
524,0.020919478686039276,3
525,0.005252054672603487,3
526,0.06165507812441012,3
527,0.015239602776688751,3
528,0.003352154643727292,3
529,0.006587309927140212,3
530,0.0023419547080795787,3
531,0.008516087986562861,3
532,0.0185845803559223,3
533,0.006197997649734506,3
534,0.013494354530687851,3
535,0.005551099032862906,3
536,0.015019216026878604,3
537,0.0016831498311453582,3
538,0.017158261217033843,3
539,0.009806415568349323,3
540,0.011359532468863365,3
541,0.0179681541934883,3
542,0.018091156599467435,3
543,0.009161517837751605,3
544,0.005122625593163464,3
545,0.01892861654846896,3
546,0.004483841918407427,3
547,0.006322725701774429,3
548,0.03811555982806604,3
549,0.017982489079173162,3
550,0.013918638197583556,3
551,0.016357098632449524,3
552,0.013523639070443126,3
553,0.005590181588810802,3
554,0.02107568429456922,3
555,0.005782646145285828,3
556,0.10283439420602165,3
557,0.018553796916191818,3
558,0.039950432984995024,3
559,0.008473618457429282,3
560,0.009432278821345268,3
561,0.015249119357255297,3
562,0.011836074833566258,3
563,0.0020797132643088218,3
564,0.016790367278402177,3
565,0.011393700698985956,3
566,0.03417968154499941,3
567,0.009349952896416073,3
568,0.017114210948633815,3
569,0.021375703288919974,3
570,0.011620474649781965,3
571,0.007343119250472965,3
572,0.048419199585055084,3
573,0.009473341392184684,3
574,0.04975000270529213,3
575,0.018526723725054404,3
576,0.025389388067579007,3
577,0.013237041736937743,3
578,0.01203797921099841,3
579,0.013103915681079981,3
580,0.004902142319538442,3
581,0.01643828886720766,3
582,0.0053897856862329865,3
583,0.012011463253946485,3
584,0.011437340561774041,3
585,0.011568400180370406,3
586,0.0006541553647377962,3
587,0.021300930783876144,3
588,0.0244501058345421,3
589,0.009126833448156617,3
590,0.022555726356519635,3
591,0.014899135854595676,3
592,0.029153030560261087,3
593,0.014969402894785207,3
594,0.01651813182344745,3
595,0.014803316038370708,3
596,0.015844783895127532,3
597,0.006875298867806569,3
598,0.021926255521813477,3
599,0.0201174578092014,3
600,0.009441294904306613,3
601,0.014664789819500552,3
602,0.020553486113579975,3
603,0.015651231533330978,3
604,0.01878143907308994,3
605,0.0011844839684744205,3
606,0.003440470107725263,3
607,0.04798490320602881,3
608,0.011268988934678426,3
609,0.0026891671995653587,3
610,0.01093283624975623,3
611,0.008111997969369256,3
612,0.004115625394356179,3
613,0.016175483881280678,3
614,0.006572850807515032,3
615,0.005800016664948975,3
616,0.002714827893406076,3
617,0.01502700083607402,3
618,0.006568016396656551,3
619,0.0037258291429393023,3
620,0.007311800788668544,3
621,0.06142875948274709,3
622,0.009478283877465849,3
623,0.05310448833190087,3
624,0.003943973381655853,3
625,0.005663497300657186,3
626,0.01573344107016839,3
627,0.016502343022351304,3
